Observation ID,Common Name,Scientific Name,Family,Genus,Observed Length (m),Observed Weight (kg),Age Class,Sex,Date of Observation,Country/Region,Habitat Type,Conservation Status,Observer Name,Notes
63,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.27,449.5,Subadult,Male,08-02-2018,Australia,Rivers,Least Concern,John Smith,Tagged individual
64,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.25,565.0,Adult,Unknown,09-03-2025,Indonesia,Estuaries,Least Concern,Liam Brown,Unusual coloration
65,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.05,632.0,Subadult,Female,30-05-2024,Indonesia,Estuaries,Least Concern,Ethan Martinez,Nest near water
66,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.08,394.7,Hatchling,Unknown,15-06-2006,Philippines,Estuaries,Least Concern,Noah Williams,Juvenile group
67,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.61,541.1,Hatchling,Unknown,02-06-2009,Philippines,Rivers,Least Concern,Noah Williams,Resting near shore
68,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.39,408.1,Juvenile,Unknown,18-07-2009,Australia,Rivers,Least Concern,Noah Williams,Observed basking
69,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.56,481.9,Hatchling,Female,30-05-2017,Philippines,Rivers,Least Concern,Maria Gonzalez,Observed basking
70,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.41,560.9,Juvenile,Unknown,07-08-2019,Australia,Estuaries,Least Concern,Sophia Patel,Juvenile group
71,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.57,654.6,Subadult,Unknown,24-03-2011,Australia,Rivers,Least Concern,Maria Gonzalez,Juvenile group
72,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.05,542.6,Subadult,Male,29-08-2009,Australia,Rivers,Least Concern,Sophia Patel,Juvenile group
73,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.67,482.2,Hatchling,Female,20-09-2022,Philippines,Coastal,Least Concern,Maria Gonzalez,Juvenile group
74,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.05,365.7,Hatchling,Unknown,22-03-2018,Philippines,Coastal,Least Concern,Sophia Patel,Resting near shore
75,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.88,396.6,Adult,Unknown,15-05-2009,Philippines,Coastal,Least Concern,Ethan Martinez,Observed basking
76,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.33,626.6,Juvenile,Female,18-05-2016,Philippines,Estuaries,Least Concern,Ethan Martinez,Tagged individual
77,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.39,382.0,Subadult,Female,15-03-2020,Indonesia,Coastal,Least Concern,Emma Johnson,Resting near shore
78,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.57,328.3,Hatchling,Female,14-01-2025,Australia,Estuaries,Least Concern,Ethan Martinez,Resting near shore
79,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.23,555.2,Subadult,Male,03-10-2025,Philippines,Rivers,Least Concern,Ethan Martinez,Unusual coloration
80,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.12,436.4,Hatchling,Male,13-10-2009,Australia,Coastal,Least Concern,Emma Johnson,Tagged individual
81,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.55,401.1,Subadult,Unknown,19-09-2009,Australia,Rivers,Least Concern,Liam Brown,Unusual coloration
82,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.73,562.0,Juvenile,Female,01-08-2016,Australia,Coastal,Least Concern,Ethan Martinez,Aggressive display
83,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.54,636.4,Subadult,Female,02-04-2008,Philippines,Estuaries,Least Concern,Emma Johnson,Unusual coloration
84,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.02,357.0,Subadult,Female,20-08-2017,Philippines,Estuaries,Least Concern,Olivia Davis,Aggressive display
85,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.68,514.5,Subadult,Unknown,24-01-2023,Australia,Estuaries,Least Concern,Liam Brown,Resting near shore
86,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.91,536.1,Juvenile,Unknown,27-01-2021,Indonesia,Coastal,Least Concern,Emma Johnson,Tagged individual
87,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.16,532.5,Subadult,Unknown,24-07-2017,Philippines,Estuaries,Least Concern,Sophia Patel,Juvenile group
88,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.3,679.1,Hatchling,Male,07-08-2008,Philippines,Coastal,Least Concern,Noah Williams,Resting near shore
89,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.98,430.6,Adult,Unknown,21-05-2025,Australia,Rivers,Least Concern,Ethan Martinez,Juvenile group
90,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.88,503.3,Hatchling,Male,07-05-2019,Philippines,Coastal,Least Concern,Noah Williams,Tagged individual
91,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.42,718.9,Adult,Male,03-10-2024,Philippines,Coastal,Least Concern,Maria Gonzalez,Unusual coloration
92,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.86,413.7,Subadult,Unknown,27-06-2009,Australia,Coastal,Least Concern,Maria Gonzalez,Resting near shore
93,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.05,671.4,Subadult,Unknown,29-06-2005,Indonesia,Estuaries,Least Concern,Liam Brown,Feeding behavior
94,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.12,398.9,Subadult,Female,05-10-2021,Indonesia,Estuaries,Least Concern,Sophia Patel,Nest near water
95,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.11,602.9,Juvenile,Unknown,16-10-2020,Philippines,Estuaries,Least Concern,Emma Johnson,Tagged individual
96,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.91,542.6,Adult,Female,21-11-2013,Australia,Coastal,Least Concern,Ethan Martinez,Observed basking
97,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.77,604.5,Hatchling,Unknown,22-10-2014,Indonesia,Estuaries,Least Concern,John Smith,Unusual coloration
98,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.86,553.8,Hatchling,Unknown,11-09-2006,Indonesia,Estuaries,Least Concern,Maria Gonzalez,Feeding behavior
99,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.68,584.6,Adult,Unknown,02-08-2019,Australia,Rivers,Least Concern,Sophia Patel,Feeding behavior
100,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.64,390.4,Adult,Unknown,31-05-2008,Philippines,Estuaries,Least Concern,Noah Williams,Feeding behavior
101,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.37,400.7,Adult,Male,02-01-2014,Kenya,Swamps,Least Concern,Emma Johnson,Observed basking
102,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.25,437.9,Subadult,Female,17-05-2008,Sudan,Rivers,Least Concern,Emma Johnson,Juvenile group
103,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.07,259.3,Juvenile,Unknown,03-10-2025,Tanzania,Lakes,Least Concern,Noah Williams,Nest near water
104,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.12,447.6,Hatchling,Male,18-12-2016,Kenya,Rivers,Least Concern,John Smith,Nest near water
105,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.99,328.1,Juvenile,Unknown,07-09-2009,Kenya,Lakes,Least Concern,Sophia Patel,Tagged individual
106,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.0,456.3,Subadult,Male,30-01-2008,Sudan,Rivers,Least Concern,Ethan Martinez,Feeding behavior
107,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.7,318.8,Juvenile,Female,08-02-2006,Kenya,Swamps,Least Concern,Ethan Martinez,Resting near shore
108,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.77,398.8,Hatchling,Male,05-12-2008,Kenya,Swamps,Least Concern,Maria Gonzalez,Nest near water
109,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.13,258.9,Subadult,Unknown,09-02-2012,Kenya,Swamps,Least Concern,Olivia Davis,Juvenile group
110,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.55,233.1,Adult,Female,30-05-2016,Tanzania,Lakes,Least Concern,Maria Gonzalez,Resting near shore
111,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.8,400.7,Hatchling,Female,31-01-2013,Kenya,Lakes,Least Concern,Emma Johnson,Feeding behavior
112,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.55,277.8,Hatchling,Unknown,09-06-2019,Kenya,Rivers,Least Concern,Olivia Davis,Resting near shore
113,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.19,351.3,Subadult,Male,27-02-2008,Tanzania,Swamps,Least Concern,Sophia Patel,Nest near water
114,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.62,334.7,Adult,Male,17-05-2006,Sudan,Rivers,Least Concern,Sophia Patel,Tagged individual
115,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.6,387.9,Juvenile,Male,19-08-2016,Sudan,Lakes,Least Concern,Liam Brown,Nest near water
116,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.23,460.0,Adult,Male,13-11-2011,Sudan,Rivers,Least Concern,Olivia Davis,Unusual coloration
117,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.7,396.4,Hatchling,Female,22-08-2005,Kenya,Rivers,Least Concern,Ethan Martinez,Observed basking
118,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.8,253.3,Adult,Unknown,16-03-2021,Kenya,Rivers,Least Concern,Liam Brown,Nest near water
119,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.45,576.0,Adult,Male,10-07-2007,Sudan,Rivers,Least Concern,Ethan Martinez,Resting near shore
120,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.93,420.5,Juvenile,Unknown,26-02-2023,Tanzania,Lakes,Least Concern,John Smith,Tagged individual
121,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.93,402.7,Subadult,Unknown,10-02-2017,Kenya,Rivers,Least Concern,Noah Williams,Feeding behavior
122,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.18,262.2,Juvenile,Male,18-07-2016,Tanzania,Rivers,Least Concern,Liam Brown,Nest near water
123,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.18,272.0,Adult,Female,22-11-2024,Sudan,Swamps,Least Concern,Maria Gonzalez,Juvenile group
124,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.48,317.5,Subadult,Unknown,14-05-2015,Tanzania,Lakes,Least Concern,Emma Johnson,Nest near water
125,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.88,533.8,Hatchling,Unknown,28-04-2025,Sudan,Swamps,Least Concern,Olivia Davis,Observed basking
126,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.54,239.8,Hatchling,Male,19-08-2008,Sudan,Rivers,Least Concern,Olivia Davis,Unusual coloration
127,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.14,345.8,Adult,Female,26-10-2009,Kenya,Rivers,Least Concern,Ethan Martinez,Tagged individual
128,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.52,373.7,Subadult,Female,07-01-2025,Kenya,Swamps,Least Concern,Liam Brown,Tagged individual
129,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.69,244.7,Hatchling,Unknown,16-03-2024,Tanzania,Lakes,Least Concern,Noah Williams,Tagged individual
130,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.86,289.9,Juvenile,Male,04-02-2010,Tanzania,Rivers,Least Concern,Ethan Martinez,Feeding behavior
131,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.69,399.4,Subadult,Female,14-10-2014,Sudan,Lakes,Least Concern,Maria Gonzalez,Nest near water
132,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.7,425.9,Juvenile,Unknown,23-12-2009,Tanzania,Rivers,Least Concern,John Smith,Juvenile group
133,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.62,300.5,Hatchling,Unknown,18-02-2013,Tanzania,Rivers,Least Concern,Sophia Patel,Nest near water
134,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.34,363.3,Juvenile,Unknown,30-05-2008,Sudan,Swamps,Least Concern,Olivia Davis,Juvenile group
135,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.47,352.7,Adult,Unknown,13-06-2014,Kenya,Lakes,Least Concern,Ethan Martinez,Resting near shore
136,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.27,518.5,Hatchling,Female,20-11-2020,Kenya,Rivers,Least Concern,Emma Johnson,Juvenile group
137,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.79,499.2,Adult,Male,23-03-2008,Sudan,Rivers,Least Concern,Ethan Martinez,Nest near water
138,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.25,294.2,Juvenile,Unknown,26-05-2014,Sudan,Lakes,Least Concern,Olivia Davis,Juvenile group
139,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.83,383.6,Juvenile,Female,09-10-2007,Sudan,Lakes,Least Concern,Liam Brown,Juvenile group
140,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.2,298.1,Hatchling,Unknown,25-12-2011,Kenya,Rivers,Least Concern,Maria Gonzalez,Resting near shore
141,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.35,434.6,Adult,Male,31-07-2006,Sudan,Swamps,Least Concern,Noah Williams,Tagged individual
142,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.78,414.6,Adult,Female,14-02-2018,Kenya,Rivers,Least Concern,Liam Brown,Resting near shore
143,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.77,373.8,Subadult,Male,01-07-2024,Sudan,Rivers,Least Concern,Ethan Martinez,Aggressive display
144,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.5,393.9,Subadult,Female,13-05-2019,Kenya,Swamps,Least Concern,Noah Williams,Aggressive display
145,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.26,369.1,Hatchling,Male,29-12-2020,Kenya,Rivers,Least Concern,Ethan Martinez,Juvenile group
146,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.32,458.4,Subadult,Male,08-07-2022,Kenya,Swamps,Least Concern,Ethan Martinez,Aggressive display
147,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.85,293.3,Hatchling,Unknown,03-06-2007,Tanzania,Lakes,Least Concern,Maria Gonzalez,Feeding behavior
148,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.44,413.8,Adult,Female,10-02-2021,Kenya,Swamps,Least Concern,John Smith,Unusual coloration
