Observation ID,Common Name,Scientific Name,Family,Genus,Observed Length (m),Observed Weight (kg),Age Class,Sex,Date of Observation,Country/Region,Habitat Type,Conservation Status,Observer Name,Notes
63,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.04,400.3,Subadult,Unknown,08-08-2023,Indonesia,Coastal,Least Concern,Daniel Perez,Unusual vocalization
64,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.17,656.8,Juvenile,Unknown,28-01-2011,Australia,Coastal,Least Concern,Mason Gray,Nest building
65,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.51,700.9,Adult,Unknown,28-12-2009,Australia,Coastal,Least Concern,Mason Gray,Nest building
66,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.97,418.0,Hatchling,Male,03-03-2007,Philippines,Rivers,Least Concern,Nathan Ward,Calm adult
67,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.96,457.8,Hatchling,Unknown,18-09-2017,Australia,Coastal,Least Concern,Scarlett Reed,Feeding on fish
68,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.55,853.6,Subadult,Unknown,15-08-2015,Gabon,Rivers,Least Concern,Leo Torres,Unusual vocalization
69,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.81,347.2,Juvenile,Unknown,25-12-2021,Indonesia,Estuaries,Least Concern,Leo Torres,Feeding on fish
70,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.12,574.1,Adult,Unknown,29-03-2020,Philippines,Coastal,Least Concern,Ella Cooper,Active at dawn
71,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.29,439.4,Juvenile,Male,17-11-2010,Philippines,Rivers,Least Concern,Leo Torres,Calm adult
72,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.68,439.3,Subadult,Female,07-11-2020,Philippines,Rivers,Least Concern,Leo Torres,Observed basking on rocks
73,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.41,492.9,Adult,Unknown,27-01-2013,Australia,Estuaries,Least Concern,Daniel Perez,Observed basking on rocks
74,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.99,384.5,Hatchling,Female,23-09-2022,Australia,Rivers,Least Concern,Mason Gray,Nest building
75,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.41,419.4,Juvenile,Unknown,08-09-2022,Indonesia,Rivers,Least Concern,Scarlett Reed,Unusual vocalization
76,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.54,324.0,Hatchling,Male,01-05-2020,Australia,Flooded Savannas,Least Concern,Avery Price,Nest building
77,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.2,669.7,Adult,Male,26-01-2007,Venezuela,Rivers,Least Concern,Zoey Bell,Active at dawn
78,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.2,368.9,Adult,Unknown,18-07-2006,Mexico,Rivers,Least Concern,Nathan Ward,Tagged female
79,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.1,646.5,Adult,Unknown,22-09-2010,Philippines,Estuaries,Least Concern,Daniel Perez,Tagged female
80,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.48,502.6,Juvenile,Male,21-08-2007,Indonesia,Coastal,Least Concern,Ella Cooper,Feeding on fish
81,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.39,592.0,Juvenile,Unknown,22-08-2007,Guatemala,Coastal,Least Concern,Mason Gray,Nest building
82,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,7.13,808.6,Hatchling,Male,12-01-2014,Belize,Swamps,Least Concern,Scarlett Reed,Calm adult
83,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.03,510.1,Juvenile,Unknown,14-02-2024,Australia,Estuaries,Least Concern,Ella Cooper,Observed basking on rocks
84,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.74,400.0,Adult,Unknown,13-09-2008,Australia,Estuaries,Least Concern,Leo Torres,Unusual vocalization
85,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.43,506.1,Subadult,Unknown,24-06-2022,Philippines,Coastal,Least Concern,Avery Price,Calm adult
86,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.74,516.5,Subadult,Male,14-02-2007,Cuba,Rivers,Least Concern,Ella Cooper,Nest building
87,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.38,320.2,Hatchling,Unknown,03-10-2019,Indonesia,Coastal,Least Concern,Mason Gray,Calm adult
88,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.64,561.9,Hatchling,Female,25-12-2021,Indonesia,Swamps,Least Concern,Zoey Bell,Unusual vocalization
89,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.99,377.4,Subadult,Unknown,04-11-2012,Australia,Estuaries,Least Concern,Avery Price,Observed in shallow water
90,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.7,393.6,Adult,Male,27-05-2025,Philippines,Estuaries,Least Concern,Scarlett Reed,Observed in shallow water
91,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.21,442.8,Juvenile,Female,06-09-2022,Cuba,Rivers,Least Concern,Scarlett Reed,Observed basking on rocks
92,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.62,428.0,Hatchling,Unknown,20-08-2019,Australia,Estuaries,Least Concern,Mason Gray,Feeding on fish
93,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,2.89,282.6,Adult,Male,24-02-2013,Australia,Swamps,Least Concern,Zoey Bell,Active at dawn
94,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.22,502.3,Juvenile,Female,20-08-2010,Australia,Estuaries,Least Concern,Leo Torres,Feeding on fish
95,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.25,411.7,Hatchling,Female,08-06-2022,Australia,Lakes,Least Concern,Mason Gray,Tagged female
96,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.2,631.8,Juvenile,Unknown,02-11-2019,Australia,Estuaries,Least Concern,Zoey Bell,Calm adult
97,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.46,430.8,Adult,Male,05-01-2006,Colombia,Coastal,Least Concern,Ella Cooper,Nest building
98,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.81,564.5,Adult,Male,03-02-2025,Indonesia,Rivers,Least Concern,Mason Gray,Observed in shallow water
99,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,2.9,251.4,Juvenile,Male,26-03-2022,Indonesia,Estuaries,Least Concern,Leo Torres,Tagged female
100,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.43,484.7,Adult,Male,10-01-2019,Australia,Swamps,Least Concern,Ella Cooper,Calm adult
101,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.42,573.6,Subadult,Unknown,27-07-2018,Venezuela,Rivers,Least Concern,Leo Torres,Nest building
102,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.7,242.4,Adult,Female,03-02-2011,Tanzania,Lakes,Least Concern,Leo Torres,Active at dawn
103,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.73,404.4,Adult,Female,30-06-2021,Cuba,Swamps,Least Concern,Avery Price,Tagged female
104,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.66,694.3,Subadult,Female,20-11-2023,Tanzania,Rivers,Least Concern,Daniel Perez,Unusual vocalization
105,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.28,367.0,Juvenile,Female,09-02-2016,Kenya,Swamps,Least Concern,Ella Cooper,Active at dawn
106,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.76,436.7,Subadult,Female,06-09-2024,Guatemala,Lakes,Least Concern,Zoey Bell,Nest building
107,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.76,390.2,Hatchling,Female,24-02-2010,Sudan,Lakes,Least Concern,Daniel Perez,Nest building
108,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.72,272.6,Subadult,Unknown,09-10-2016,Sudan,Swamps,Least Concern,Zoey Bell,Unusual vocalization
109,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.4,242.8,Adult,Male,18-12-2008,Tanzania,Rivers,Least Concern,Mason Gray,Active at dawn
110,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.3,396.0,Adult,Male,14-07-2009,Tanzania,Rivers,Least Concern,Mason Gray,Calm adult
111,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.32,406.7,Juvenile,Male,31-01-2024,Gabon,Rivers,Least Concern,Ella Cooper,Tagged female
112,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.5,273.1,Subadult,Male,14-03-2006,Tanzania,Rivers,Least Concern,Nathan Ward,Active at dawn
113,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.27,386.0,Hatchling,Female,16-09-2011,Sudan,Swamps,Least Concern,Mason Gray,Tagged female
114,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.18,488.6,Adult,Male,30-11-2010,Kenya,Rivers,Least Concern,Mason Gray,Nest building
115,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.88,277.5,Subadult,Male,19-02-2023,Tanzania,Lakes,Least Concern,Avery Price,Feeding on fish
116,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.21,352.3,Hatchling,Female,29-11-2006,Thailand,Estuaries,Least Concern,Nathan Ward,Feeding on fish
117,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.29,503.3,Juvenile,Female,11-05-2015,Kenya,Lakes,Least Concern,Mason Gray,Observed in shallow water
118,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.26,438.7,Juvenile,Female,23-03-2014,Sudan,Lakes,Least Concern,Leo Torres,Active at dawn
119,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.62,383.8,Subadult,Male,18-11-2024,Sudan,Swamps,Least Concern,Zoey Bell,Calm adult
120,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.66,401.6,Juvenile,Male,11-02-2010,Tanzania,Swamps,Least Concern,Mason Gray,Observed in shallow water
121,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.53,417.4,Juvenile,Female,22-02-2009,Sudan,Swamps,Least Concern,Zoey Bell,Active at dawn
122,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.95,423.2,Subadult,Male,01-08-2021,Kenya,Lakes,Least Concern,Nathan Ward,Calm adult
123,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.62,452.1,Hatchling,Unknown,09-08-2017,Tanzania,Swamps,Least Concern,Avery Price,Nest building
124,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.09,364.7,Juvenile,Female,22-11-2018,Tanzania,Swamps,Least Concern,Zoey Bell,Observed basking on rocks
125,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.9,499.0,Adult,Male,29-11-2009,Kenya,Flooded Savannas,Least Concern,Zoey Bell,Feeding on fish
126,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.46,361.0,Adult,Unknown,01-06-2019,Sudan,Rivers,Least Concern,Nathan Ward,Observed in shallow water
127,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.68,389.5,Hatchling,Male,10-04-2008,Sudan,Lakes,Least Concern,Avery Price,Nest building
128,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.8,308.5,Hatchling,Unknown,29-02-2024,Kenya,Lakes,Least Concern,Scarlett Reed,Feeding on fish
129,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.61,324.8,Subadult,Female,26-11-2016,Sudan,Rivers,Least Concern,Mason Gray,Tagged female
130,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.74,305.8,Subadult,Unknown,23-05-2012,Cuba,Lakes,Least Concern,Avery Price,Nest building
131,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.13,463.0,Juvenile,Female,25-11-2025,Guatemala,Lakes,Least Concern,Mason Gray,Feeding on fish
132,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.68,484.5,Adult,Unknown,28-07-2022,Tanzania,Coastal,Least Concern,Nathan Ward,Observed in shallow water
133,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.23,318.4,Subadult,Female,21-08-2021,Sudan,Swamps,Least Concern,Leo Torres,Calm adult
134,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.82,262.1,Hatchling,Unknown,17-12-2023,Tanzania,Swamps,Least Concern,Avery Price,Active at dawn
135,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.3,333.5,Hatchling,Female,03-12-2025,Tanzania,Swamps,Least Concern,Scarlett Reed,Observed in shallow water
136,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.65,430.1,Hatchling,Male,22-05-2016,Kenya,Swamps,Least Concern,Ella Cooper,Feeding on fish
137,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.23,351.2,Subadult,Female,19-11-2017,Vietnam,Flooded Savannas,Least Concern,Ella Cooper,Observed in shallow water
138,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.52,501.8,Adult,Unknown,17-07-2015,Kenya,Lakes,Least Concern,Zoey Bell,Active at dawn
139,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.74,283.1,Adult,Female,08-02-2025,Tanzania,Swamps,Least Concern,Mason Gray,Observed basking on rocks
140,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.37,203.4,Hatchling,Male,26-05-2012,Venezuela,Swamps,Least Concern,Avery Price,Nest building
141,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.43,428.2,Adult,Female,13-10-2007,Belize,Rivers,Least Concern,Ella Cooper,Feeding on fish
142,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.51,413.6,Hatchling,Unknown,29-01-2019,Sudan,Swamps,Least Concern,Daniel Perez,Unusual vocalization
143,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.06,540.4,Subadult,Unknown,26-05-2010,Tanzania,Swamps,Least Concern,Mason Gray,Observed in shallow water
144,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.11,514.8,Adult,Unknown,19-11-2019,Venezuela,Rivers,Least Concern,Daniel Perez,Nest building
145,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.68,405.3,Subadult,Male,07-10-2011,Cambodia,Rivers,Least Concern,Nathan Ward,Active at dawn
146,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.29,456.3,Adult,Unknown,15-03-2012,Kenya,Swamps,Least Concern,Ella Cooper,Observed basking on rocks
147,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.3,595.1,Hatchling,Unknown,02-04-2020,Kenya,Lakes,Least Concern,Scarlett Reed,Active at dawn
148,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.76,272.9,Hatchling,Male,08-04-2013,Tanzania,Rivers,Least Concern,Avery Price,Nest building
