Observation ID,Common Name,Scientific Name,Family,Genus,Observed Length (m),Observed Weight (kg),Age Class,Sex,Date of Observation,Country/Region,Habitat Type,Conservation Status,Observer Name,Notes
27,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.09,507.0,Juvenile,Male,12-08-2022,Indonesia,Rivers,Least Concern,Ava Thompson,Active during dusk
28,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.74,364.4,Hatchling,Unknown,07-09-2013,Indonesia,Estuaries,Least Concern,Harper Clark,Calm behavior
29,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.66,566.4,Adult,Female,25-04-2005,Australia,Coastal,Least Concern,Ava Thompson,Tagged juvenile
30,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.55,638.8,Adult,Male,05-08-2013,Philippines,Estuaries,Least Concern,Elijah Taylor,Seen swimming fast
31,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.0,711.0,Subadult,Female,11-05-2006,Indonesia,Estuaries,Least Concern,Charlotte Moore,Active during dusk
32,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.67,641.5,Hatchling,Female,05-09-2014,Philippines,Rivers,Least Concern,Harper Clark,Protecting nest
33,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.29,485.4,Juvenile,Unknown,08-05-2014,Australia,Rivers,Least Concern,Benjamin Harris,Observed in shade
34,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.68,447.0,Juvenile,Male,27-12-2023,Australia,Estuaries,Least Concern,Mia Anderson,Seen swimming fast
35,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.6,686.5,Subadult,Male,26-09-2010,Australia,Coastal,Least Concern,Elijah Taylor,Seen swimming fast
36,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.65,680.9,Subadult,Female,09-02-2020,Indonesia,Estuaries,Least Concern,Mia Anderson,Feeding on fish
37,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.73,381.2,Adult,Unknown,31-05-2020,Indonesia,Coastal,Least Concern,Lucas Miller,Seen swimming fast
38,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.99,446.0,Hatchling,Unknown,23-06-2018,Philippines,Rivers,Least Concern,Harper Clark,Active during dusk
39,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.51,460.4,Subadult,Female,10-03-2009,Australia,Coastal,Least Concern,Benjamin Harris,Observed in shade
40,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.48,417.7,Juvenile,Male,22-02-2023,Australia,Estuaries,Least Concern,Elijah Taylor,Feeding on fish
41,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.53,493.8,Adult,Female,18-08-2005,Indonesia,Rivers,Least Concern,Benjamin Harris,Active during dusk
42,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.31,647.0,Subadult,Female,03-06-2012,Indonesia,Estuaries,Least Concern,Isabella Lewis,Seen swimming fast
43,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.53,494.5,Subadult,Male,01-02-2013,Philippines,Rivers,Least Concern,Elijah Taylor,Seen swimming fast
44,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.75,580.3,Adult,Unknown,04-05-2018,Philippines,Estuaries,Least Concern,Harper Clark,Feeding on fish
45,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.13,627.1,Juvenile,Female,29-05-2011,Australia,Coastal,Least Concern,Benjamin Harris,Observed in shade
46,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.94,670.5,Subadult,Unknown,19-12-2006,Indonesia,Estuaries,Least Concern,Benjamin Harris,Calm behavior
47,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.61,442.9,Adult,Female,11-10-2011,Philippines,Estuaries,Least Concern,Isabella Lewis,Calm behavior
48,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.16,443.2,Subadult,Male,17-05-2010,Australia,Estuaries,Least Concern,Benjamin Harris,Feeding on fish
49,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.05,603.3,Subadult,Unknown,19-03-2017,Philippines,Coastal,Least Concern,Elijah Taylor,Protecting nest
50,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.79,559.7,Subadult,Female,16-11-2024,Philippines,Coastal,Least Concern,Charlotte Moore,Protecting nest
51,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.58,437.6,Juvenile,Unknown,12-04-2022,Indonesia,Estuaries,Least Concern,Isabella Lewis,Protecting nest
52,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.71,365.8,Hatchling,Female,27-11-2016,Australia,Coastal,Least Concern,Benjamin Harris,Calm behavior
53,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.76,398.1,Adult,Male,20-07-2025,Philippines,Rivers,Least Concern,Charlotte Moore,Tagged juvenile
54,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.16,480.1,Juvenile,Female,11-12-2024,Indonesia,Estuaries,Least Concern,Isabella Lewis,Active during dusk
55,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.33,778.7,Hatchling,Male,26-02-2016,Indonesia,Estuaries,Least Concern,Elijah Taylor,Calm behavior
56,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.46,703.4,Adult,Female,19-08-2024,Indonesia,Coastal,Least Concern,Mia Anderson,Protecting nest
57,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.88,423.1,Adult,Female,18-04-2020,Australia,Rivers,Least Concern,Benjamin Harris,Seen swimming fast
58,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.14,733.2,Hatchling,Unknown,24-07-2023,Australia,Estuaries,Least Concern,Ava Thompson,Tagged juvenile
59,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.29,327.6,Hatchling,Female,20-04-2012,Indonesia,Coastal,Least Concern,Ava Thompson,Observed in shade
60,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.87,586.4,Juvenile,Male,08-12-2011,Indonesia,Coastal,Least Concern,Mia Anderson,Tagged juvenile
61,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.68,773.3,Adult,Male,21-07-2018,Australia,Coastal,Least Concern,Charlotte Moore,Protecting nest
62,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.78,828.9,Adult,Unknown,30-01-2023,Australia,Coastal,Least Concern,Lucas Miller,Near mangrove roots
63,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.75,635.6,Juvenile,Female,17-12-2018,Australia,Coastal,Least Concern,Benjamin Harris,Tagged juvenile
64,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.02,634.0,Hatchling,Unknown,19-06-2019,Philippines,Coastal,Least Concern,Mia Anderson,Near mangrove roots
65,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.73,371.2,Subadult,Unknown,26-04-2020,Indonesia,Estuaries,Least Concern,Elijah Taylor,Protecting nest
66,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.21,340.0,Juvenile,Unknown,25-10-2018,Indonesia,Estuaries,Least Concern,Elijah Taylor,Calm behavior
67,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.72,460.7,Juvenile,Female,22-01-2010,Philippines,Rivers,Least Concern,Mia Anderson,Protecting nest
68,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.36,338.1,Adult,Female,21-01-2007,Philippines,Coastal,Least Concern,Ava Thompson,Near mangrove roots
69,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.57,447.7,Hatchling,Unknown,06-02-2023,Indonesia,Estuaries,Least Concern,Mia Anderson,Protecting nest
70,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.41,716.3,Juvenile,Female,29-03-2007,Philippines,Coastal,Least Concern,Benjamin Harris,Protecting nest
71,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.52,768.5,Juvenile,Unknown,05-01-2007,Indonesia,Rivers,Least Concern,Isabella Lewis,Seen swimming fast
72,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.91,584.7,Adult,Female,29-06-2009,Indonesia,Estuaries,Least Concern,Benjamin Harris,Near mangrove roots
73,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.92,614.3,Juvenile,Male,15-08-2008,Australia,Coastal,Least Concern,Ava Thompson,Feeding on fish
74,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.84,616.8,Juvenile,Unknown,19-04-2023,Australia,Estuaries,Least Concern,Mia Anderson,Calm behavior
75,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.56,678.4,Juvenile,Unknown,28-07-2012,Australia,Estuaries,Least Concern,Elijah Taylor,Tagged juvenile
76,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.18,482.8,Adult,Male,01-07-2006,Australia,Rivers,Least Concern,Lucas Miller,Observed in shade
77,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.02,449.3,Hatchling,Male,21-02-2005,Philippines,Estuaries,Least Concern,Isabella Lewis,Tagged juvenile
78,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.99,600.4,Subadult,Male,22-04-2005,Philippines,Coastal,Least Concern,Lucas Miller,Protecting nest
79,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.56,592.6,Subadult,Unknown,16-12-2013,Indonesia,Coastal,Least Concern,Elijah Taylor,Near mangrove roots
80,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.11,399.4,Subadult,Female,04-01-2006,Philippines,Rivers,Least Concern,Benjamin Harris,Tagged juvenile
81,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.46,387.5,Hatchling,Female,10-12-2006,Australia,Rivers,Least Concern,Harper Clark,Active during dusk
82,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.27,560.1,Subadult,Female,04-02-2011,Indonesia,Estuaries,Least Concern,Ava Thompson,Feeding on fish
83,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.1,590.5,Subadult,Female,10-04-2017,Australia,Rivers,Least Concern,Isabella Lewis,Tagged juvenile
84,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.6,543.9,Hatchling,Female,14-10-2008,Australia,Coastal,Least Concern,Harper Clark,Calm behavior
85,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.31,531.1,Hatchling,Male,08-05-2021,Indonesia,Estuaries,Least Concern,Lucas Miller,Calm behavior
86,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.66,521.9,Adult,Unknown,19-01-2014,Indonesia,Coastal,Least Concern,Isabella Lewis,Near mangrove roots
87,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.42,654.5,Juvenile,Male,13-09-2008,Indonesia,Estuaries,Least Concern,Harper Clark,Near mangrove roots
88,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.86,511.1,Juvenile,Female,17-08-2019,Indonesia,Coastal,Least Concern,Harper Clark,Observed in shade
89,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.05,462.2,Adult,Unknown,21-03-2017,Indonesia,Rivers,Least Concern,Harper Clark,Tagged juvenile
90,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.38,440.9,Subadult,Male,03-08-2007,Australia,Rivers,Least Concern,Lucas Miller,Seen swimming fast
91,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.36,331.4,Subadult,Male,26-03-2010,Indonesia,Rivers,Least Concern,Lucas Miller,Calm behavior
92,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.78,758.6,Hatchling,Female,28-11-2015,Australia,Estuaries,Least Concern,Harper Clark,Active during dusk
93,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.71,460.2,Adult,Male,12-12-2020,Philippines,Estuaries,Least Concern,Ava Thompson,Observed in shade
94,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.64,520.5,Subadult,Female,21-03-2017,Philippines,Estuaries,Least Concern,Harper Clark,Near mangrove roots
95,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.41,691.0,Subadult,Male,01-06-2014,Indonesia,Estuaries,Least Concern,Elijah Taylor,Seen swimming fast
96,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.47,518.4,Subadult,Male,08-07-2005,Australia,Estuaries,Least Concern,Harper Clark,Protecting nest
97,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.23,593.6,Hatchling,Unknown,30-07-2021,Philippines,Coastal,Least Concern,Harper Clark,Active during dusk
98,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.25,558.6,Hatchling,Male,19-10-2024,Philippines,Estuaries,Least Concern,Benjamin Harris,Calm behavior
99,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.85,406.1,Hatchling,Unknown,27-04-2013,Philippines,Coastal,Least Concern,Isabella Lewis,Observed in shade
100,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.28,533.4,Juvenile,Female,11-04-2014,Australia,Rivers,Least Concern,Elijah Taylor,Seen swimming fast
101,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.71,346.7,Subadult,Unknown,04-12-2018,Kenya,Swamps,Least Concern,Benjamin Harris,Seen swimming fast
102,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.86,457.9,Juvenile,Female,30-05-2012,Tanzania,Lakes,Least Concern,Charlotte Moore,Active during dusk
103,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.88,450.3,Subadult,Unknown,21-09-2007,Kenya,Rivers,Least Concern,Harper Clark,Protecting nest
104,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.37,406.8,Subadult,Unknown,11-02-2015,Tanzania,Lakes,Least Concern,Charlotte Moore,Protecting nest
105,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.35,344.4,Hatchling,Unknown,10-01-2022,Kenya,Lakes,Least Concern,Mia Anderson,Calm behavior
106,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.57,585.2,Juvenile,Unknown,20-03-2021,Tanzania,Lakes,Least Concern,Isabella Lewis,Protecting nest
107,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.51,633.3,Subadult,Male,04-08-2010,Tanzania,Swamps,Least Concern,Mia Anderson,Feeding on fish
108,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.2,560.8,Juvenile,Male,03-07-2020,Tanzania,Lakes,Least Concern,Mia Anderson,Feeding on fish
109,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.53,491.6,Subadult,Unknown,19-10-2012,Kenya,Lakes,Least Concern,Elijah Taylor,Active during dusk
110,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.41,294.2,Adult,Unknown,17-12-2007,Kenya,Lakes,Least Concern,Mia Anderson,Observed in shade
111,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.8,440.2,Adult,Female,23-07-2013,Kenya,Swamps,Least Concern,Lucas Miller,Calm behavior
112,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.1,274.2,Juvenile,Unknown,14-08-2024,Sudan,Rivers,Least Concern,Benjamin Harris,Feeding on fish
113,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.25,333.0,Subadult,Female,21-05-2024,Tanzania,Lakes,Least Concern,Benjamin Harris,Seen swimming fast
114,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.38,555.7,Adult,Male,16-06-2017,Tanzania,Swamps,Least Concern,Harper Clark,Feeding on fish
115,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.72,457.4,Subadult,Unknown,11-09-2011,Sudan,Lakes,Least Concern,Elijah Taylor,Active during dusk
116,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.27,494.8,Hatchling,Male,17-12-2025,Sudan,Rivers,Least Concern,Benjamin Harris,Observed in shade
117,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.19,471.5,Adult,Male,03-12-2025,Sudan,Rivers,Least Concern,Mia Anderson,Observed in shade
118,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.75,252.9,Juvenile,Female,13-02-2014,Kenya,Lakes,Least Concern,Elijah Taylor,Feeding on fish
119,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.79,303.4,Adult,Unknown,18-08-2021,Kenya,Swamps,Least Concern,Harper Clark,Observed in shade
120,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.88,555.2,Juvenile,Unknown,19-04-2024,Tanzania,Lakes,Least Concern,Charlotte Moore,Seen swimming fast
121,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.28,459.0,Hatchling,Unknown,12-11-2019,Sudan,Swamps,Least Concern,Isabella Lewis,Near mangrove roots
122,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.15,318.5,Hatchling,Female,30-08-2009,Kenya,Rivers,Least Concern,Benjamin Harris,Observed in shade
123,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.83,346.4,Juvenile,Male,14-04-2023,Kenya,Rivers,Least Concern,Charlotte Moore,Seen swimming fast
124,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.51,415.0,Juvenile,Male,05-07-2009,Kenya,Swamps,Least Concern,Mia Anderson,Calm behavior
125,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.29,280.6,Juvenile,Female,01-01-2014,Sudan,Rivers,Least Concern,Lucas Miller,Protecting nest
126,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.9,306.7,Juvenile,Female,27-02-2014,Sudan,Rivers,Least Concern,Isabella Lewis,Near mangrove roots
127,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.18,462.4,Adult,Female,03-12-2025,Tanzania,Lakes,Least Concern,Ava Thompson,Near mangrove roots
128,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.51,337.3,Subadult,Female,03-08-2010,Kenya,Swamps,Least Concern,Ava Thompson,Calm behavior
129,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.19,273.9,Juvenile,Male,24-06-2021,Sudan,Rivers,Least Concern,Charlotte Moore,Near mangrove roots
130,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.9,331.1,Juvenile,Male,07-11-2007,Kenya,Swamps,Least Concern,Charlotte Moore,Near mangrove roots
131,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.62,411.1,Hatchling,Male,10-03-2015,Tanzania,Swamps,Least Concern,Mia Anderson,Calm behavior
132,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.62,468.4,Hatchling,Female,07-04-2023,Sudan,Lakes,Least Concern,Harper Clark,Active during dusk
133,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.09,495.9,Adult,Unknown,08-04-2019,Tanzania,Rivers,Least Concern,Isabella Lewis,Tagged juvenile
134,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.56,418.7,Juvenile,Female,14-02-2006,Tanzania,Swamps,Least Concern,Harper Clark,Tagged juvenile
135,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.22,304.3,Adult,Unknown,30-04-2008,Kenya,Rivers,Least Concern,Benjamin Harris,Feeding on fish
136,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.35,571.1,Subadult,Female,04-11-2013,Sudan,Swamps,Least Concern,Charlotte Moore,Active during dusk
137,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.36,493.6,Adult,Male,26-01-2019,Sudan,Rivers,Least Concern,Elijah Taylor,Near mangrove roots
138,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.24,483.3,Juvenile,Male,06-12-2006,Sudan,Rivers,Least Concern,Ava Thompson,Feeding on fish
139,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.64,518.4,Subadult,Unknown,26-05-2017,Sudan,Rivers,Least Concern,Harper Clark,Observed in shade
140,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.43,423.4,Hatchling,Female,15-07-2011,Sudan,Lakes,Least Concern,Ava Thompson,Protecting nest
141,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.83,540.6,Subadult,Unknown,17-12-2012,Tanzania,Swamps,Least Concern,Mia Anderson,Tagged juvenile
142,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.44,584.5,Hatchling,Male,08-12-2008,Sudan,Lakes,Least Concern,Mia Anderson,Near mangrove roots
143,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.19,464.5,Adult,Male,01-09-2008,Sudan,Rivers,Least Concern,Ava Thompson,Tagged juvenile
144,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.41,460.3,Juvenile,Female,26-03-2020,Sudan,Lakes,Least Concern,Benjamin Harris,Active during dusk
145,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.53,518.9,Hatchling,Unknown,07-02-2017,Sudan,Rivers,Least Concern,Elijah Taylor,Protecting nest
146,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.73,270.1,Subadult,Unknown,09-11-2023,Kenya,Rivers,Least Concern,Isabella Lewis,Tagged juvenile
