Observation ID,Common Name,Scientific Name,Family,Genus,Observed Length (m),Observed Weight (kg),Age Class,Sex,Date of Observation,Country/Region,Habitat Type,Conservation Status,Observer Name,Notes
48,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,2.38,190.7,Adult,Female,02-03-2016,Indonesia,Estuaries,Least Concern,Noah Robinson,Observed near nest
49,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.92,387.1,Adult,Unknown,26-10-2022,Australia,Rivers,Least Concern,Noah Robinson,Observed eating prey
50,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.01,398.9,Hatchling,Male,30-05-2005,Australia,Coastal,Least Concern,Liam Evans,Aggressive during capture
51,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.51,474.2,Juvenile,Unknown,25-05-2022,Indonesia,Coastal,Least Concern,Liam Evans,Unusual size
52,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.07,442.3,Adult,Unknown,15-09-2025,Philippines,Estuaries,Least Concern,Jackson Hughes,Tagged last season
53,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,2.63,203.9,Subadult,Male,31-03-2025,Liberia,Mangroves,Least Concern,Jackson Hughes,Observed near nest
54,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,2.47,220.1,Juvenile,Male,24-03-2023,Philippines,Estuaries,Least Concern,Ethan Foster,Hiding in vegetation
55,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,2.97,305.6,Juvenile,Male,21-04-2025,Cambodia,Coastal,Least Concern,Chloe Butler,Observed eating prey
56,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.63,737.0,Adult,Male,02-03-2015,Australia,Coastal,Least Concern,Ethan Foster,Unusual size
57,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.76,410.2,Subadult,Unknown,08-11-2008,Australia,Rivers,Least Concern,Noah Robinson,Sunbathing on riverbank
58,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.8,322.9,Subadult,Male,01-01-2005,Australia,Rivers,Least Concern,Noah Robinson,Observed near nest
59,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.99,629.8,Hatchling,Male,15-07-2025,Philippines,Estuaries,Least Concern,Olivia Simmons,Observed near nest
60,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.27,601.4,Hatchling,Male,14-08-2023,Philippines,Estuaries,Least Concern,Sofia Ramirez,Aggressive during capture
61,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.16,505.2,Hatchling,Unknown,10-05-2012,Australia,Coastal,Least Concern,Noah Robinson,Aggressive during capture
62,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.29,310.9,Adult,Female,13-08-2018,Indonesia,Estuaries,Least Concern,Noah Robinson,Resting in mud
63,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.26,502.0,Juvenile,Female,05-08-2015,Philippines,Estuaries,Least Concern,Olivia Simmons,Aggressive during capture
64,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.71,778.9,Subadult,Unknown,26-09-2021,Australia,Estuaries,Least Concern,Noah Robinson,Observed near nest
65,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.75,596.6,Juvenile,Female,07-06-2022,Australia,Rivers,Least Concern,Chloe Butler,Observed near nest
66,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.82,758.1,Subadult,Unknown,22-06-2005,Philippines,Coastal,Least Concern,Jackson Hughes,Hiding in vegetation
67,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.77,658.8,Adult,Female,21-07-2021,Indonesia,Coastal,Least Concern,Noah Robinson,Observed eating prey
68,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.48,690.2,Juvenile,Unknown,25-09-2025,Belize,Coastal,Least Concern,Liam Evans,Sunbathing on riverbank
69,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.79,467.6,Subadult,Male,15-06-2006,Australia,Rivers,Least Concern,Olivia Simmons,Observed near nest
70,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,2.66,252.2,Subadult,Unknown,19-12-2014,Australia,Estuaries,Least Concern,Sofia Ramirez,Tagged last season
71,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,2.95,300.4,Juvenile,Male,27-12-2014,Australia,Estuaries,Least Concern,Noah Robinson,Observed near nest
72,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.19,528.6,Adult,Female,08-12-2017,Cuba,Estuaries,Least Concern,Chloe Butler,Sunbathing on riverbank
73,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.85,290.1,Hatchling,Unknown,24-01-2006,Philippines,Estuaries,Least Concern,Olivia Simmons,Tagged last season
74,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.86,505.4,Hatchling,Male,05-06-2020,Thailand,Flooded Savannas,Least Concern,Chloe Butler,Observed eating prey
75,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.42,705.9,Adult,Unknown,14-08-2010,Australia,Estuaries,Least Concern,Layla Barnes,Tagged last season
76,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,2.73,257.0,Adult,Male,21-09-2014,Philippines,Estuaries,Least Concern,Noah Robinson,Hiding in vegetation
77,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.64,532.4,Juvenile,Female,24-02-2018,Australia,Rivers,Least Concern,Jackson Hughes,Tagged last season
78,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.81,478.2,Adult,Male,19-09-2021,Philippines,Coastal,Least Concern,Olivia Simmons,Hiding in vegetation
79,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.47,420.2,Hatchling,Unknown,16-03-2020,Philippines,Rivers,Least Concern,Jackson Hughes,Sunbathing on riverbank
80,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.41,335.9,Adult,Unknown,12-09-2024,Philippines,Rivers,Least Concern,Noah Robinson,Aggressive during capture
81,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.01,373.7,Juvenile,Female,26-02-2007,Australia,Coastal,Least Concern,Sofia Ramirez,Aggressive during capture
82,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.78,381.1,Juvenile,Unknown,23-01-2006,Philippines,Rivers,Least Concern,Noah Robinson,Unusual size
83,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,7.03,887.5,Hatchling,Female,07-10-2007,Philippines,Rivers,Least Concern,Noah Robinson,Hiding in vegetation
84,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.36,567.6,Subadult,Unknown,13-04-2024,Indonesia,Estuaries,Least Concern,Noah Robinson,Unusual size
85,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.89,496.8,Adult,Male,09-10-2025,Philippines,Rivers,Least Concern,Layla Barnes,Aggressive during capture
86,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.73,822.3,Adult,Unknown,07-01-2011,Indonesia,Coastal,Least Concern,Sofia Ramirez,Hiding in vegetation
87,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,7.02,1044.3,Adult,Male,01-05-2023,Indonesia,Rivers,Least Concern,Ethan Foster,Tagged last season
88,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.9,954.5,Subadult,Unknown,28-07-2011,Philippines,Estuaries,Least Concern,Liam Evans,Unusual size
89,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.68,702.7,Subadult,Female,23-05-2006,Australia,Coastal,Least Concern,Ethan Foster,Observed eating prey
90,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.29,470.0,Adult,Male,11-08-2013,Indonesia,Rivers,Least Concern,Liam Evans,Unusual size
91,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,2.69,253.9,Subadult,Unknown,09-06-2017,Indonesia,Coastal,Least Concern,Ethan Foster,Aggressive during capture
92,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.77,579.3,Adult,Female,24-11-2010,Australia,Coastal,Least Concern,Olivia Simmons,Observed near nest
93,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.42,491.4,Hatchling,Unknown,27-03-2017,Gabon,Estuaries,Least Concern,Olivia Simmons,Hiding in vegetation
94,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.65,470.8,Subadult,Male,15-11-2015,Australia,Rivers,Least Concern,Liam Evans,Aggressive during capture
95,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.3,335.7,Subadult,Female,07-01-2010,Philippines,Coastal,Least Concern,Layla Barnes,Aggressive during capture
96,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.3,342.0,Hatchling,Male,23-05-2012,Guatemala,Estuaries,Least Concern,Layla Barnes,Tagged last season
97,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.66,944.5,Hatchling,Unknown,08-02-2013,Indonesia,Estuaries,Least Concern,Jackson Hughes,Unusual size
98,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.93,414.1,Hatchling,Unknown,20-07-2005,Indonesia,Estuaries,Least Concern,Olivia Simmons,Observed near nest
99,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.94,560.8,Subadult,Unknown,30-09-2025,Australia,Estuaries,Least Concern,Sofia Ramirez,Tagged last season
100,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.59,750.3,Juvenile,Female,18-02-2014,Australia,Coastal,Least Concern,Layla Barnes,Resting in mud
101,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.49,180.6,Juvenile,Male,22-09-2017,Tanzania,Lakes,Least Concern,Layla Barnes,Observed eating prey
102,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.61,225.7,Juvenile,Female,13-03-2023,Kenya,Lakes,Least Concern,Sofia Ramirez,Hiding in vegetation
103,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.07,526.4,Subadult,Unknown,11-12-2006,Kenya,Rivers,Least Concern,Layla Barnes,Observed eating prey
104,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.26,556.2,Subadult,Male,30-08-2014,Kenya,Swamps,Least Concern,Liam Evans,Unusual size
105,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.13,226.7,Subadult,Female,09-06-2014,Belize,Lakes,Least Concern,Jackson Hughes,Observed eating prey
106,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.46,525.6,Juvenile,Unknown,03-11-2025,Kenya,Lakes,Least Concern,Jackson Hughes,Hiding in vegetation
107,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.16,317.6,Hatchling,Male,14-06-2009,Sudan,Swamps,Least Concern,Sofia Ramirez,Tagged last season
108,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.82,447.7,Juvenile,Male,02-11-2019,Tanzania,Swamps,Least Concern,Noah Robinson,Aggressive during capture
109,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.41,432.9,Hatchling,Female,17-02-2005,Sudan,Lakes,Least Concern,Sofia Ramirez,Tagged last season
110,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.47,417.6,Subadult,Female,25-11-2005,Kenya,Swamps,Least Concern,Chloe Butler,Sunbathing on riverbank
111,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.11,472.4,Adult,Female,18-07-2009,Tanzania,Swamps,Least Concern,Noah Robinson,Aggressive during capture
112,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.3,289.7,Juvenile,Male,05-04-2009,Tanzania,Swamps,Least Concern,Sofia Ramirez,Hiding in vegetation
113,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.67,284.3,Adult,Male,25-02-2019,Kenya,Lakes,Least Concern,Chloe Butler,Observed eating prey
114,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.46,498.1,Adult,Male,21-01-2014,Tanzania,Swamps,Least Concern,Chloe Butler,Sunbathing on riverbank
115,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.36,409.6,Hatchling,Male,27-06-2013,Tanzania,Lakes,Least Concern,Noah Robinson,Observed near nest
116,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.89,435.2,Juvenile,Unknown,27-01-2020,Sudan,Lakes,Least Concern,Liam Evans,Resting in mud
117,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.67,499.1,Juvenile,Male,28-02-2019,Tanzania,Lakes,Least Concern,Liam Evans,Observed near nest
118,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.14,378.1,Hatchling,Male,04-07-2017,Sudan,Rivers,Least Concern,Sofia Ramirez,Unusual size
119,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,6.03,686.4,Subadult,Female,17-05-2025,Kenya,Swamps,Least Concern,Chloe Butler,Aggressive during capture
120,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.61,596.8,Subadult,Female,10-03-2025,Sudan,Rivers,Least Concern,Olivia Simmons,Resting in mud
121,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.25,563.6,Hatchling,Male,30-07-2006,Sudan,Rivers,Least Concern,Sofia Ramirez,Resting in mud
122,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.34,495.8,Adult,Unknown,03-05-2020,Gabon,Lakes,Least Concern,Liam Evans,Unusual size
123,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.64,274.0,Juvenile,Unknown,28-05-2022,Mexico,Swamps,Least Concern,Olivia Simmons,Unusual size
124,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.84,444.3,Hatchling,Female,30-01-2025,Tanzania,Lakes,Least Concern,Jackson Hughes,Observed eating prey
125,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,6.39,656.2,Adult,Male,09-01-2021,Sudan,Swamps,Least Concern,Jackson Hughes,Tagged last season
126,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.41,384.7,Juvenile,Female,12-10-2015,Kenya,Lakes,Least Concern,Liam Evans,Tagged last season
127,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.33,212.5,Hatchling,Female,25-07-2019,Kenya,Rivers,Least Concern,Chloe Butler,Resting in mud
128,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.78,657.8,Subadult,Unknown,14-07-2025,Cambodia,Swamps,Least Concern,Noah Robinson,Tagged last season
129,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.02,417.9,Juvenile,Male,16-06-2018,Kenya,Lakes,Least Concern,Chloe Butler,Observed eating prey
130,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.22,421.4,Juvenile,Female,29-06-2012,Tanzania,Lakes,Least Concern,Noah Robinson,Resting in mud
131,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.47,235.6,Juvenile,Unknown,03-06-2014,Cambodia,Swamps,Least Concern,Chloe Butler,Tagged last season
132,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.64,480.9,Juvenile,Unknown,02-09-2008,Kenya,Rivers,Least Concern,Chloe Butler,Unusual size
133,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.67,281.2,Juvenile,Unknown,13-12-2019,Tanzania,Rivers,Least Concern,Noah Robinson,Sunbathing on riverbank
134,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.72,204.1,Juvenile,Unknown,01-04-2014,Tanzania,Lakes,Least Concern,Noah Robinson,Observed near nest
135,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.91,557.2,Subadult,Male,03-01-2016,Tanzania,Rivers,Least Concern,Jackson Hughes,Tagged last season
136,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.11,339.2,Hatchling,Unknown,11-12-2013,Tanzania,Lakes,Least Concern,Sofia Ramirez,Aggressive during capture
137,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.36,396.8,Hatchling,Unknown,06-12-2022,Kenya,Swamps,Least Concern,Noah Robinson,Observed near nest
138,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.89,500.1,Hatchling,Female,19-10-2013,Sudan,Rivers,Least Concern,Olivia Simmons,Observed eating prey
139,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.85,313.0,Adult,Unknown,01-07-2024,Sudan,Rivers,Least Concern,Liam Evans,Resting in mud
140,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.17,386.2,Juvenile,Male,10-06-2025,Tanzania,Swamps,Least Concern,Olivia Simmons,Sunbathing on riverbank
141,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.48,346.7,Juvenile,Male,12-03-2016,Tanzania,Lakes,Least Concern,Ethan Foster,Sunbathing on riverbank
142,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.83,498.9,Hatchling,Male,23-10-2021,Kenya,Swamps,Least Concern,Chloe Butler,Aggressive during capture
143,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.72,451.7,Hatchling,Male,03-01-2020,Sudan,Lakes,Least Concern,Liam Evans,Aggressive during capture
144,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.8,324.0,Adult,Female,15-05-2025,Sudan,Rivers,Least Concern,Liam Evans,Unusual size
145,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,6.47,710.3,Adult,Unknown,20-05-2020,Kenya,Rivers,Least Concern,Olivia Simmons,Aggressive during capture
