Observation ID,Common Name,Scientific Name,Family,Genus,Observed Length (m),Observed Weight (kg),Age Class,Sex,Date of Observation,Country/Region,Habitat Type,Conservation Status,Observer Name,Notes
15,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.44,785.8,Hatchling,Unknown,08-09-2024,Indonesia,Rivers,Least Concern,Evelyn Scott,Observed hunting
16,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.23,457.5,Hatchling,Female,23-09-2010,Indonesia,Rivers,Least Concern,Henry Adams,Observed during night
17,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.57,696.3,Adult,Female,16-01-2025,Australia,Estuaries,Least Concern,William Brooks,Near nesting area
18,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.32,473.4,Hatchling,Female,21-07-2016,Australia,Rivers,Least Concern,Oliver Carter,Active in rain
19,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.34,732.2,Juvenile,Male,03-01-2019,Indonesia,Coastal,Least Concern,Evelyn Scott,Near nesting area
20,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.11,516.5,Subadult,Female,21-06-2007,Philippines,Estuaries,Least Concern,James Rivera,Active in rain
21,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.26,725.0,Juvenile,Female,23-09-2022,Indonesia,Coastal,Least Concern,Henry Adams,In flooded grassland
22,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.61,400.6,Juvenile,Female,27-09-2020,Indonesia,Rivers,Least Concern,Henry Adams,In flooded grassland
23,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.75,557.5,Adult,Male,29-11-2006,Philippines,Estuaries,Least Concern,James Rivera,In flooded grassland
24,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.52,443.8,Juvenile,Unknown,20-06-2009,Indonesia,Rivers,Least Concern,Amelia Nelson,In flooded grassland
25,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.93,435.0,Hatchling,Female,11-01-2017,Indonesia,Estuaries,Least Concern,Oliver Carter,Tagged specimen
26,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.1,547.8,Subadult,Female,04-05-2012,Indonesia,Coastal,Least Concern,James Rivera,Resting on shore
27,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.48,563.5,Juvenile,Female,28-07-2008,Australia,Coastal,Least Concern,Luna Parker,In flooded grassland
28,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.08,548.8,Subadult,Unknown,21-12-2005,Indonesia,Estuaries,Least Concern,Henry Adams,Tagged specimen
29,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.99,738.5,Adult,Unknown,28-06-2024,Philippines,Estuaries,Least Concern,Oliver Carter,Observed during night
30,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.88,544.3,Subadult,Male,14-07-2008,Australia,Coastal,Least Concern,James Rivera,Resting on shore
31,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.98,725.4,Juvenile,Female,08-02-2012,Indonesia,Rivers,Least Concern,Henry Adams,Tagged specimen
32,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.65,391.1,Juvenile,Unknown,25-04-2013,Australia,Estuaries,Least Concern,Grace Turner,In flooded grassland
33,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.22,779.2,Juvenile,Male,02-01-2017,Indonesia,Estuaries,Least Concern,James Rivera,Resting on shore
34,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.92,675.3,Juvenile,Unknown,27-05-2024,Indonesia,Estuaries,Least Concern,Amelia Nelson,Active in rain
35,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.72,453.7,Hatchling,Unknown,25-07-2011,Indonesia,Coastal,Least Concern,Amelia Nelson,Tagged specimen
36,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.76,487.8,Adult,Male,09-01-2005,Indonesia,Rivers,Least Concern,Evelyn Scott,Observed during night
37,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.94,473.8,Juvenile,Unknown,27-03-2024,Australia,Coastal,Least Concern,Grace Turner,Resting on shore
38,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.55,673.5,Hatchling,Female,28-07-2021,Philippines,Coastal,Least Concern,James Rivera,Active in rain
39,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.54,550.7,Adult,Male,15-03-2020,Indonesia,Rivers,Least Concern,James Rivera,Near nesting area
40,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.28,506.0,Adult,Female,07-04-2022,Philippines,Estuaries,Least Concern,James Rivera,In flooded grassland
41,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.25,458.9,Adult,Unknown,03-03-2024,Indonesia,Rivers,Least Concern,Oliver Carter,Observed hunting
42,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.56,730.8,Subadult,Male,15-08-2008,Australia,Rivers,Least Concern,Grace Turner,Resting on shore
43,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.72,381.8,Juvenile,Female,31-12-2018,Indonesia,Estuaries,Least Concern,Oliver Carter,Resting on shore
44,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.37,407.1,Juvenile,Unknown,11-10-2020,Australia,Estuaries,Least Concern,Evelyn Scott,Active in rain
45,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.93,587.7,Juvenile,Female,15-02-2006,Philippines,Rivers,Least Concern,Henry Adams,Tagged specimen
46,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.53,428.1,Subadult,Male,18-09-2021,Australia,Coastal,Least Concern,Henry Adams,Observed during night
47,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.62,539.7,Hatchling,Male,21-04-2016,Australia,Estuaries,Least Concern,Evelyn Scott,Resting on shore
48,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.15,784.5,Subadult,Female,28-05-2025,Indonesia,Coastal,Least Concern,William Brooks,Active in rain
49,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.92,505.2,Subadult,Female,21-05-2016,Australia,Coastal,Least Concern,Oliver Carter,Tagged specimen
50,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.0,669.2,Subadult,Unknown,14-01-2014,Australia,Coastal,Least Concern,James Rivera,Near nesting area
51,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.98,602.1,Adult,Unknown,09-09-2013,Indonesia,Rivers,Least Concern,Grace Turner,Observed hunting
52,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.5,555.1,Adult,Unknown,11-02-2008,Australia,Coastal,Least Concern,Luna Parker,In flooded grassland
53,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.56,754.0,Adult,Unknown,21-06-2012,Australia,Estuaries,Least Concern,Grace Turner,Resting on shore
54,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.37,376.5,Hatchling,Male,10-03-2023,Australia,Estuaries,Least Concern,Evelyn Scott,Resting on shore
55,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.35,511.9,Subadult,Unknown,27-09-2021,Australia,Coastal,Least Concern,Luna Parker,Observed during night
56,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.2,694.5,Subadult,Male,25-06-2023,Indonesia,Estuaries,Least Concern,Amelia Nelson,Active in rain
57,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.36,491.0,Hatchling,Unknown,12-08-2020,Indonesia,Coastal,Least Concern,Oliver Carter,Observed hunting
58,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.6,366.3,Adult,Unknown,26-12-2020,Indonesia,Coastal,Least Concern,Oliver Carter,Observed during night
59,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.13,593.2,Hatchling,Unknown,30-05-2023,Indonesia,Coastal,Least Concern,Oliver Carter,Near nesting area
60,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.41,566.9,Subadult,Unknown,03-01-2006,Indonesia,Coastal,Least Concern,Amelia Nelson,Observed hunting
61,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.46,373.2,Juvenile,Unknown,26-04-2020,Australia,Estuaries,Least Concern,Evelyn Scott,Observed hunting
62,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.84,653.0,Adult,Female,12-07-2014,Australia,Rivers,Least Concern,Henry Adams,Observed hunting
63,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.55,787.5,Hatchling,Unknown,11-09-2022,Indonesia,Rivers,Least Concern,Henry Adams,Resting on shore
64,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.25,809.0,Hatchling,Female,19-02-2024,Philippines,Rivers,Least Concern,Grace Turner,Active in rain
65,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.42,377.8,Subadult,Unknown,10-12-2009,Philippines,Coastal,Least Concern,Henry Adams,Near nesting area
66,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.37,752.6,Juvenile,Male,02-05-2024,Indonesia,Coastal,Least Concern,Luna Parker,Active in rain
67,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.76,423.6,Subadult,Male,15-02-2007,Indonesia,Rivers,Least Concern,Henry Adams,Calm juvenile
68,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.8,598.1,Adult,Unknown,14-05-2024,Australia,Estuaries,Least Concern,William Brooks,Observed during night
69,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.88,615.3,Adult,Unknown,10-06-2024,Philippines,Estuaries,Least Concern,Henry Adams,Active in rain
70,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.1,648.6,Juvenile,Female,15-10-2025,Australia,Rivers,Least Concern,Oliver Carter,In flooded grassland
71,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.82,540.1,Hatchling,Male,06-05-2021,Indonesia,Estuaries,Least Concern,Luna Parker,Resting on shore
72,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.0,603.7,Juvenile,Female,12-09-2014,Indonesia,Coastal,Least Concern,Luna Parker,Active in rain
73,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.43,833.9,Juvenile,Female,09-06-2019,Australia,Rivers,Least Concern,Luna Parker,Near nesting area
74,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.26,500.6,Juvenile,Unknown,25-07-2025,Philippines,Coastal,Least Concern,Evelyn Scott,Active in rain
75,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.88,510.3,Hatchling,Male,03-04-2012,Philippines,Rivers,Least Concern,William Brooks,Active in rain
76,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.31,700.9,Adult,Female,25-08-2011,Philippines,Rivers,Least Concern,Evelyn Scott,Observed hunting
77,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.71,420.1,Hatchling,Female,29-08-2005,Indonesia,Rivers,Least Concern,Henry Adams,Calm juvenile
78,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.45,671.9,Adult,Unknown,26-01-2018,Philippines,Estuaries,Least Concern,Oliver Carter,Near nesting area
79,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.44,681.3,Subadult,Male,26-12-2016,Philippines,Estuaries,Least Concern,James Rivera,Near nesting area
80,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.31,390.9,Adult,Male,05-04-2006,Philippines,Rivers,Least Concern,William Brooks,Observed during night
81,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.41,702.1,Juvenile,Unknown,12-01-2015,Philippines,Estuaries,Least Concern,James Rivera,Tagged specimen
82,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.71,452.4,Hatchling,Male,24-03-2018,Indonesia,Coastal,Least Concern,Oliver Carter,Observed during night
83,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.93,518.3,Hatchling,Male,10-06-2019,Australia,Estuaries,Least Concern,Luna Parker,Observed during night
84,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.11,685.8,Subadult,Male,24-01-2009,Australia,Estuaries,Least Concern,Amelia Nelson,Observed hunting
85,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.88,675.9,Hatchling,Female,09-10-2008,Australia,Coastal,Least Concern,Evelyn Scott,Observed during night
86,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.45,614.2,Juvenile,Female,14-08-2022,Australia,Coastal,Least Concern,Amelia Nelson,In flooded grassland
87,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.58,795.6,Adult,Female,14-05-2010,Philippines,Rivers,Least Concern,James Rivera,Calm juvenile
88,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.59,550.3,Hatchling,Unknown,08-02-2022,Philippines,Estuaries,Least Concern,Grace Turner,Calm juvenile
89,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.46,385.5,Adult,Unknown,05-06-2022,Indonesia,Estuaries,Least Concern,James Rivera,Calm juvenile
90,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.02,441.8,Subadult,Unknown,26-10-2011,Philippines,Coastal,Least Concern,Grace Turner,Tagged specimen
91,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.36,734.1,Adult,Unknown,17-08-2014,Australia,Estuaries,Least Concern,Luna Parker,Tagged specimen
92,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.48,700.4,Subadult,Unknown,13-06-2009,Indonesia,Rivers,Least Concern,Grace Turner,Observed hunting
93,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.01,518.7,Adult,Unknown,03-08-2008,Indonesia,Rivers,Least Concern,Luna Parker,Active in rain
94,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.86,562.5,Subadult,Male,17-06-2008,Philippines,Rivers,Least Concern,Evelyn Scott,Active in rain
95,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.47,653.5,Subadult,Male,27-07-2008,Australia,Rivers,Least Concern,Luna Parker,Observed hunting
96,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.47,549.3,Adult,Unknown,27-06-2020,Philippines,Coastal,Least Concern,William Brooks,Observed during night
97,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.06,566.9,Hatchling,Female,02-03-2021,Philippines,Estuaries,Least Concern,Evelyn Scott,Resting on shore
98,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.87,501.5,Hatchling,Male,09-04-2015,Australia,Rivers,Least Concern,Oliver Carter,Calm juvenile
99,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.32,724.9,Hatchling,Unknown,27-06-2015,Indonesia,Coastal,Least Concern,James Rivera,Observed hunting
100,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.1,523.8,Subadult,Female,30-03-2019,Australia,Rivers,Least Concern,William Brooks,Observed during night
101,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.59,388.8,Juvenile,Female,17-07-2017,Sudan,Lakes,Least Concern,William Brooks,Near nesting area
102,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.29,480.5,Hatchling,Female,14-09-2012,Tanzania,Swamps,Least Concern,Evelyn Scott,Resting on shore
103,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.76,516.9,Juvenile,Male,15-02-2008,Sudan,Lakes,Least Concern,James Rivera,Calm juvenile
104,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.82,309.2,Juvenile,Female,01-12-2018,Tanzania,Rivers,Least Concern,William Brooks,Observed hunting
105,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.37,384.4,Juvenile,Male,25-09-2019,Sudan,Rivers,Least Concern,William Brooks,Observed during night
106,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.14,468.7,Juvenile,Female,30-04-2023,Kenya,Lakes,Least Concern,Grace Turner,Resting on shore
107,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.99,414.4,Subadult,Male,09-07-2020,Kenya,Rivers,Least Concern,Evelyn Scott,Tagged specimen
108,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.33,368.6,Subadult,Female,25-07-2011,Tanzania,Swamps,Least Concern,William Brooks,Near nesting area
109,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.82,304.5,Hatchling,Unknown,17-03-2010,Sudan,Swamps,Least Concern,William Brooks,Near nesting area
110,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.56,527.7,Subadult,Female,14-12-2021,Kenya,Lakes,Least Concern,Oliver Carter,Active in rain
111,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.88,370.2,Adult,Male,13-03-2017,Kenya,Rivers,Least Concern,Henry Adams,In flooded grassland
112,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.93,489.2,Hatchling,Male,22-12-2023,Kenya,Lakes,Least Concern,Henry Adams,Tagged specimen
113,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.71,418.5,Juvenile,Female,10-10-2010,Kenya,Swamps,Least Concern,Henry Adams,Resting on shore
114,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.05,322.3,Hatchling,Unknown,29-07-2022,Kenya,Swamps,Least Concern,James Rivera,In flooded grassland
115,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.66,301.4,Juvenile,Male,15-07-2018,Sudan,Lakes,Least Concern,Luna Parker,Observed hunting
116,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.47,308.7,Subadult,Male,11-10-2014,Tanzania,Swamps,Least Concern,James Rivera,Observed during night
117,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.24,363.3,Juvenile,Male,05-07-2025,Kenya,Swamps,Least Concern,Luna Parker,Active in rain
118,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.01,455.2,Subadult,Male,27-07-2023,Sudan,Rivers,Least Concern,Evelyn Scott,Calm juvenile
119,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.63,408.3,Subadult,Unknown,01-06-2008,Sudan,Swamps,Least Concern,Evelyn Scott,Resting on shore
120,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.8,456.6,Subadult,Male,08-04-2024,Kenya,Lakes,Least Concern,Amelia Nelson,Resting on shore
121,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.66,342.4,Juvenile,Female,11-02-2013,Sudan,Lakes,Least Concern,William Brooks,Active in rain
122,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.7,502.2,Hatchling,Unknown,06-06-2012,Tanzania,Rivers,Least Concern,Grace Turner,Observed during night
123,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.07,502.8,Juvenile,Unknown,17-09-2011,Sudan,Rivers,Least Concern,Oliver Carter,In flooded grassland
124,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.93,314.3,Juvenile,Unknown,16-02-2018,Sudan,Rivers,Least Concern,James Rivera,Active in rain
125,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.29,427.7,Adult,Male,29-04-2020,Kenya,Rivers,Least Concern,Henry Adams,Active in rain
126,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.96,457.5,Adult,Male,24-03-2024,Kenya,Rivers,Least Concern,Amelia Nelson,Near nesting area
127,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.9,454.1,Hatchling,Unknown,17-04-2016,Tanzania,Rivers,Least Concern,James Rivera,Observed hunting
128,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.84,416.2,Juvenile,Female,21-09-2017,Sudan,Swamps,Least Concern,Henry Adams,Tagged specimen
129,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.96,401.0,Hatchling,Male,19-01-2013,Kenya,Lakes,Least Concern,Amelia Nelson,Active in rain
130,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.31,322.8,Hatchling,Female,13-05-2024,Kenya,Lakes,Least Concern,Oliver Carter,Observed during night
131,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.17,436.4,Hatchling,Male,29-05-2022,Sudan,Rivers,Least Concern,Luna Parker,Observed hunting
132,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.26,439.2,Subadult,Unknown,07-10-2012,Sudan,Rivers,Least Concern,Evelyn Scott,Resting on shore
133,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.62,291.9,Hatchling,Male,20-07-2019,Kenya,Lakes,Least Concern,Evelyn Scott,Calm juvenile
134,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.43,308.9,Adult,Unknown,21-06-2020,Sudan,Lakes,Least Concern,James Rivera,Tagged specimen
135,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.73,313.0,Juvenile,Male,10-09-2022,Tanzania,Swamps,Least Concern,Luna Parker,Near nesting area
136,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.04,490.9,Juvenile,Female,14-11-2008,Tanzania,Swamps,Least Concern,Henry Adams,Observed during night
137,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.05,268.7,Subadult,Female,08-05-2006,Sudan,Rivers,Least Concern,Henry Adams,Calm juvenile
138,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.69,281.1,Juvenile,Female,09-11-2022,Sudan,Swamps,Least Concern,Oliver Carter,Resting on shore
139,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.22,364.6,Hatchling,Unknown,04-09-2013,Sudan,Swamps,Least Concern,Henry Adams,In flooded grassland
140,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.67,495.1,Hatchling,Unknown,24-09-2020,Sudan,Swamps,Least Concern,James Rivera,Observed hunting
141,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.12,278.6,Subadult,Unknown,27-11-2015,Kenya,Swamps,Least Concern,Luna Parker,Active in rain
142,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.31,612.8,Hatchling,Female,03-09-2020,Kenya,Rivers,Least Concern,Henry Adams,Observed during night
143,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.82,521.2,Adult,Male,13-01-2011,Kenya,Rivers,Least Concern,William Brooks,Observed during night
144,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.08,368.9,Hatchling,Male,11-11-2009,Tanzania,Lakes,Least Concern,James Rivera,Observed during night
145,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.33,329.3,Hatchling,Unknown,10-12-2010,Sudan,Swamps,Least Concern,Grace Turner,Tagged specimen
146,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.69,337.4,Juvenile,Unknown,14-11-2013,Tanzania,Lakes,Least Concern,William Brooks,Tagged specimen
147,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.85,417.8,Adult,Female,04-10-2006,Sudan,Lakes,Least Concern,Oliver Carter,Active in rain
148,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.24,424.1,Adult,Male,27-12-2023,Sudan,Swamps,Least Concern,Luna Parker,Observed hunting
149,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,5.23,518.6,Adult,Female,19-09-2025,Sudan,Swamps,Least Concern,James Rivera,Observed hunting
